Episode,Date,Guests (Himself/Herself - Role),References
3x01,2016-03-11,yo0hg9al:Des Clarke (Himself - Host);m9avpti1:Alistair Barrie (Himself);luynjnx4:Andrew Maxwell (Himself);yd2npdyx:Gareth Waugh (Himself);6jy10xvy:Anna Burnside (Herself);,http://www.bbc.co.uk/programmes/b072jdzq https://twitter.com/bbcbreakthenews/status/708280353098764290
3x02,2016-03-18,yo0hg9al:Des Clarke (Himself - Host);27y8byz9:Rory Bremner (Himself);0kvfpevl:Fern Brady (Herself);jk0ps32l:Keir McAllister (Himself);qp0qe0du:Martel Maxwell (Herself);,http://www.bbc.co.uk/programmes/b073b6xq https://twitter.com/bbcbreakthenews/status/710817547369758720
3x03,2016-03-25,yo0hg9al:Des Clarke (Himself - Host);flxpwhut:Karen Dunbar (Herself);awetc4zy:Julia Sutherland (Herself);27g5s77i:Angela Barnes (Herself);i398cril:Louise Welsh (Herself);,http://www.bbc.co.uk/programmes/b074654p https://twitter.com/bbcbreakthenews/status/713354789518647296
3x04,2016-04-01,yo0hg9al:Des Clarke (Himself - Host);su1bpahf:Kai Humphries (Himself);qwrviibp:Stuart Mitchell (Himself);jy005qm0:Raymond Mearns (Himself);37tufajs:Chitra Ramaswamy (Herself);,http://www.bbc.co.uk/programmes/b074zym5 https://twitter.com/bbcbreakthenews/status/715874763831377920
3x05,2016-04-08,yo0hg9al:Des Clarke (Himself - Host);8gpxif4g:Pippa Evans (Herself);jk0ps32l:Keir McAllister (Himself);ky92onst:Susan Morrison (Herself);wwg6s0zu:Hugo Rifkind (Himself);,https://twitter.com/BBCRadioScot/status/718416132462370817
3x06,2016-04-15,yo0hg9al:Des Clarke (Himself - Host);bbjlysaj:Fred MacAulay (Himself);9w6faun1:Jay Lafferty (Herself);78xjn9kp:Tez Ilyas (Himself);xfir9m27:Val McDermid (Herself);,https://twitter.com/bbcbreakthenews/status/720948594996432896
3x07,2016-04-22,yo0hg9al:Des Clarke (Himself - Host);8wdeu4ke:John Moloney (Himself);v5ud22gw:Janey Godley (Herself);qwrviibp:Stuart Mitchell (Himself);om0zhwrn:Alex Bell (Himself);,https://twitter.com/bbcbreakthenews/status/723485860646232065
3x08,2016-04-29,yo0hg9al:Des Clarke (Himself - Host);m9avpti1:Alistair Barrie (Himself);1l6yikyd:Elaine Malcolmson (Herself);8hoe960w:Nathan Byrne (Himself);42goq7p1:Fiona Ross (Herself);,https://twitter.com/bbcbreakthenews/status/726020084435660800
3x09,2016-05-06,yo0hg9al:Des Clarke (Himself - Host);nzhktfk8:Eleanor Morton (Herself);3avwy5ai:Jake Yapp (Himself);jk0ps32l:Keir McAllister (Himself);om0zhwrn:Alex Bell (Himself);,https://twitter.com/bbcbreakthenews/status/728637816066981888
3x10,2016-05-13,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);9w6faun1:Jay Lafferty (Herself);ffm66p2m:Bruce Morton (Himself);37tufajs:Chitra Ramaswamy (Herself);,http://www.bbc.co.uk/programmes/b079rbmt
4x01,2016-07-15,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);jy005qm0:Raymond Mearns (Himself);k4qg8x4v:Keiron Nicholson (Himself);xfir9m27:Val McDermid (Herself);,http://www.bbc.co.uk/programmes/b07k0p56
4x02,2016-07-22,yo0hg9al:Des Clarke (Himself - Host);m9avpti1:Alistair Barrie (Himself);jk0ps32l:Keir McAllister (Himself);0kvfpevl:Fern Brady (Herself);pgfcxpmu:Libby Brooks (Herself);,http://www.bbc.co.uk/programmes/b07ks032
4x03,2016-07-29,yo0hg9al:Des Clarke (Himself - Host);flxpwhut:Karen Dunbar (Herself);qwrviibp:Stuart Mitchell (Himself);9w6faun1:Jay Lafferty (Herself);om0zhwrn:Alex Bell (Himself);,http://www.bbc.co.uk/programmes/b07lf1wv
4x04,2016-08-05,yo0hg9al:Des Clarke (Himself - Host);sy2sdgn0:Dane Baptiste (Himself);1l6yikyd:Elaine Malcolmson (Herself);ipsv3r78:Billy Kirkwood (Himself);5ofu9czm:Katie Grant (Herself);,http://www.bbc.co.uk/programmes/b07m8knx
4x05,2016-08-12,yo0hg9al:Des Clarke (Himself - Host);jtkbv70w:Zoe Lyons (Herself);ewwqjcle:Nish Kumar (Himself);qwrviibp:Stuart Mitchell (Himself);37tufajs:Chitra Ramaswamy (Herself);,http://www.bbc.co.uk/programmes/b07mzl9c
4x06,2016-08-19,yo0hg9al:Des Clarke (Himself - Host);27y8byz9:Rory Bremner (Himself);zs45y9m6:Felicity Ward (Herself);luynjnx4:Andrew Maxwell (Himself);xfir9m27:Val McDermid (Herself);,http://www.bbc.co.uk/programmes/b07nrxyj
4x07,2016-08-26,yo0hg9al:Des Clarke (Himself - Host);nlbhhrhx:Susan Calman (Herself);i398cril:Louise Welsh (Herself);n87xrdv6:Alex Horne (Himself);ob8tp2nu:Simon Evans (Himself);,http://www.bbc.co.uk/programmes/b07pf32d
4x08,2016-09-02,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);om0zhwrn:Alex Bell (Himself);9w6faun1:Jay Lafferty (Herself);m9avpti1:Alistair Barrie (Himself);,http://www.bbc.co.uk/programmes/b07qg3p6
4x09,2016-09-09,yo0hg9al:Des Clarke (Himself - Host);42goq7p1:Fiona Ross (Herself);jk0ps32l:Keir McAllister (Himself);ipsv3r78:Billy Kirkwood (Himself);5dpsq5li:Daisy Earl (Herself);,http://www.bbc.co.uk/programmes/b07sylp0
4x10,2016-09-16,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);icpa0lge:Kevin McKenna (Himself);jy005qm0:Raymond Mearns (Himself);awetc4zy:Julia Sutherland (Herself);,http://www.bbc.co.uk/programmes/b07v01sp
5x01,2016-10-21,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);0kvfpevl:Fern Brady (Herself);jy005qm0:Raymond Mearns (Himself);5ofu9czm:Katie Grant (Herself);,http://www.bbc.co.uk/programmes/b07z36tv
5x02,2016-10-28,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);sy2sdgn0:Dane Baptiste (Himself);9w6faun1:Jay Lafferty (Herself);wwg6s0zu:Hugo Rifkind (Himself);,http://www.bbc.co.uk/programmes/b07zxj3l
5x03,2016-11-04,yo0hg9al:Des Clarke (Himself - Host);9d9jak3m:Christopher Brookmyre (Himself);nlbhhrhx:Susan Calman (Herself);qwrviibp:Stuart Mitchell (Himself);02u2qjhq:Wendy Wason (Herself);,http://www.bbc.co.uk/programmes/b080xl6f
5x04,2016-11-11,yo0hg9al:Des Clarke (Himself - Host);chbeskv0:Erich McElroy (Himself);0i24qi3k:Grainne Maguire (Herself);jk0ps32l:Keir McAllister (Himself);37tufajs:Chitra Ramaswamy (Herself);,http://www.bbc.co.uk/programmes/b081nn9d
5x05,2016-11-18,yo0hg9al:Des Clarke (Himself - Host);jtkbv70w:Zoe Lyons (Herself);9w6faun1:Jay Lafferty (Herself);k4qg8x4v:Keiron Nicholson (Himself);om0zhwrn:Alex Bell (Himself);,http://www.bbc.co.uk/programmes/b0828y83
5x06,2016-11-25,yo0hg9al:Des Clarke (Himself - Host);jy005qm0:Raymond Mearns (Himself);uhxw9vxb:Tiffany Stevenson (Herself);rpobptuc:Ashley Storrie (Herself);ein3ypsr:Alex Massie (Himself),http://www.bbc.co.uk/programmes/b082x29h
5x07,2016-12-02,nlbhhrhx:Susan Calman (Herself - Host);27y8byz9:Rory Bremner (Himself);qwrviibp:Stuart Mitchell (Himself);1l6yikyd:Elaine Malcolmson (Herself);b8u882ab:Clare Johnston (Herself),http://www.bbc.co.uk/programmes/b083cx4n
5x08,2016-12-09,yo0hg9al:Des Clarke (Himself - Host);zs45y9m6:Felicity Ward (Herself);v5ud22gw:Janey Godley (Herself);4omd31xd:Kerry Godliman (Herself);vrax1mv0:Alan Bissett (Himself),http://www.bbc.co.uk/programmes/b083w2z8
5x09,2016-12-16,yo0hg9al:Des Clarke (Himself - Host);bbjlysaj:Fred MacAulay (Himself);27g5s77i:Angela Barnes (Herself);ra1ov9e4:Neil Delamere (Himself);i398cril:Louise Welsh (Herself);,http://www.bbc.co.uk/programmes/b084fqm8
5x10,2016-12-24,yo0hg9al:Des Clarke (Himself - Host);jk0ps32l:Keir McAllister (Himself);1l6yikyd:Elaine Malcolmson (Herself);t7ojzioh:Neil Bratchpiece (Himself);mbdoxt50:Ayesha Hazarika (Herself),http://www.bbc.co.uk/programmes/b08501wq
6x01,2017-02-24,yo0hg9al:Des Clarke (Himself - Host);ob8tp2nu:Simon Evans (Himself);jy005qm0:Raymond Mearns (Himself);1l6yikyd:Elaine Malcolmson (Herself);b8u882ab:Clare Johnston (Herself),http://www.bbc.co.uk/programmes/b08flvvn
6x02,2017-03-03,fne2eqbt:Kirsty Wark (Herself - Host);ra1ov9e4:Neil Delamere (Himself);5ofu9czm:Katie Grant (Herself);ky92onst:Susan Morrison (Herself);qwrviibp:Stuart Mitchell (Himself);,http://www.bbc.co.uk/programmes/b08g7xc5
6x03,2017-03-10,yo0hg9al:Des Clarke (Himself - Host);vag73ro9:Dave Johns (Himself);v464vgtj:Hannah McGill (Herself);jy005qm0:Raymond Mearns (Himself);rpobptuc:Ashley Storrie (Herself),http://www.bbc.co.uk/programmes/b08h081s
6x04,2017-03-17,yo0hg9al:Des Clarke (Himself - Host);5eveb8p1:Jo Caulfield (Herself);om0zhwrn:Alex Bell (Himself);9w6faun1:Jay Lafferty (Herself);chbeskv0:Erich McElroy (Himself),http://www.bbc.co.uk/programmes/b08hptxc
6x05,2017-03-24,yo0hg9al:Des Clarke (Himself - Host);bbjlysaj:Fred MacAulay (Himself);qp0qe0du:Martel Maxwell (Herself);0kvfpevl:Fern Brady (Herself);mh7o9kml:Jim Smith (Himself);,http://www.bbc.co.uk/programmes/b08j9vyt
6x06,2017-04-01,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);ra1ov9e4:Neil Delamere (Himself);37tufajs:Chitra Ramaswamy (Herself);k4qg8x4v:Keiron Nicholson (Himself);,http://www.bbc.co.uk/programmes/b08k4z3y
6x07,2017-04-08,yo0hg9al:Des Clarke (Himself - Host);8wdeu4ke:John Moloney (Himself);mbdoxt50:Ayesha Hazarika (Herself);jnjpntd0:Chris Forbes (Himself);qe4nnl4n:Susie McCabe (Herself),http://www.bbc.co.uk/programmes/b08kyl42
6x08,2017-04-15,yo0hg9al:Des Clarke (Himself - Host);nlbhhrhx:Susan Calman (Herself);27g5s77i:Angela Barnes (Herself);v4838sdf:Ian Rankin (Himself);t7ojzioh:Neil Bratchpiece (Himself),http://www.bbc.co.uk/programmes/b08lh97f
6x09,2017-04-22,yo0hg9al:Des Clarke (Himself - Host);27y8byz9:Rory Bremner (Himself);1l6yikyd:Elaine Malcolmson (Herself);i398cril:Louise Welsh (Herself);ipsv3r78:Billy Kirkwood (Himself);,http://www.bbc.co.uk/programmes/b08m9nz6
6x10,2017-04-29,yo0hg9al:Des Clarke (Himself - Host);jy005qm0:Raymond Mearns (Himself);xfir9m27:Val McDermid (Herself);m9avpti1:Alistair Barrie (Himself);9w6faun1:Jay Lafferty (Herself);,http://www.bbc.co.uk/programmes/b08n24vj
7x01,2017-06-24,yo0hg9al:Des Clarke (Himself - Host);xcwd8pz9:Bilal Zafar (Himself);1l6yikyd:Elaine Malcolmson (Herself);om0zhwrn:Alex Bell (Himself);9w6faun1:Jay Lafferty (Herself);,http://www.bbc.co.uk/programmes/b08v8rmh
7x02,2017-07-01,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);jy005qm0:Raymond Mearns (Himself);p18d0gbi:Jenny Colgan (Herself);mh7o9kml:Jim Smith (Himself),http://www.bbc.co.uk/programmes/b08vysws
7x03,2017-07-08,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);rpobptuc:Ashley Storrie (Herself);b8u882ab:Clare Johnston (Herself);6gmqqp9m:Ro Campbell (Himself);,http://www.bbc.co.uk/programmes/b08wqypx
7x04,2017-07-15,yo0hg9al:Des Clarke (Himself - Host);chbeskv0:Erich McElroy (Himself);1l6yikyd:Elaine Malcolmson (Herself);v464vgtj:Hannah McGill (Herself);z1nz6b3b:Larry Dean (Himself),http://www.bbc.co.uk/programmes/b08x9tkn
7x05,2017-07-22,yo0hg9al:Des Clarke (Himself - Host);zs45y9m6:Flick Ward (Herself);qwrviibp:Stuart Mitchell (Himself);ipsv3r78:Billy Kirkwood (Himself);3l7yaolv:Marianne Taylor (Herself),http://www.bbc.co.uk/programmes/b08y0086
7x06,2017-07-29,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);5ofu9czm:Katie Grant (Herself);9w6faun1:Jay Lafferty (Herself);t7ojzioh:Neil Bratchpiece (Himself),http://www.bbc.co.uk/programmes/b08ynxqt
7x07,2017-08-05,yo0hg9al:Des Clarke (Himself - Host);qe4nnl4n:Susie McCabe (Herself);c0evx1jf:Dominic Holland (Himself);aewmqc1e:Rahul Kohli (Himself);i398cril:Louise Welsh (Herself);,http://www.bbc.co.uk/programmes/b08z9dr8
7x08,2017-08-12,yo0hg9al:Des Clarke (Himself - Host);jtkbv70w:Zoe Lyons (Herself);bbjlysaj:Fred MacAulay (Himself);si97alm2:Matt Forde (Himself);b8u882ab:Clare Johnston (Herself);,http://www.bbc.co.uk/programmes/b0909cwy
7x09,2017-08-19,yo0hg9al:Des Clarke (Himself - Host);27y8byz9:Rory Bremner (Himself);xfir9m27:Val McDermid (Herself);pgoexum5:Lucy Porter (Herself);luynjnx4:Andrew Maxwell (Himself);,http://www.bbc.co.uk/programmes/b0910w0j
7x10,2017-08-26,yo0hg9al:Des Clarke (Himself - Host);35eciypt:Richard Herring (Himself);27g5s77i:Angela Barnes (Herself);jy005qm0:Raymond Mearns (Himself);qp0qe0du:Martel Maxwell (Herself);,http://www.bbc.co.uk/programmes/b091w2v9
8x01,2017-10-21,yo0hg9al:Des Clarke (Himself - Host);yzcnla0i:Geoff Norcott (Himself);521jju92:Catriona Shearer (Herself);jy005qm0:Raymond Mearns (Himself);1l6yikyd:Elaine Malcolmson (Herself);,http://www.bbc.co.uk/programmes/b0980vtd
8x02,2017-10-28,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);v5ud22gw:Janey Godley (Herself);u5myus8j:Tonya Macari (Herself);k4qg8x4v:Keiron Nicholson (Himself),http://www.bbc.co.uk/programmes/b09bclp4
8x03,2017-11-04,yo0hg9al:Des Clarke (Himself - Host);ea7kakgp:Alun Cochrane (Himself);0kvfpevl:Fern Brady (Herself);b8u882ab:Clare Johnston (Herself);qwrviibp:Stuart Mitchell (Himself);,http://www.bbc.co.uk/programmes/b09cfdm0
8x04,2017-11-11,yo0hg9al:Des Clarke (Himself - Host);m9avpti1:Alistair Barrie (Himself);rpobptuc:Ashley Storrie (Herself);v464vgtj:Hannah McGill (Herself);ipsv3r78:Billy Kirkwood (Himself);,http://www.bbc.co.uk/programmes/b09dj0k2
8x05,2017-11-18,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);wwg6s0zu:Hugo Rifkind (Himself);9w6faun1:Jay Lafferty (Herself);mh7o9kml:Jim Smith (Himself),http://www.bbc.co.uk/programmes/b09fb6t3
8x06,2017-11-25,yo0hg9al:Des Clarke (Himself - Host);jpev6800:Maria Shehata (Herself);jy005qm0:Raymond Mearns (Himself);qe4nnl4n:Susie McCabe (Herself);myvzvk5u:Andy McIver (Himself),http://www.bbc.co.uk/programmes/b09g4y4p
8x07,2017-12-02,yo0hg9al:Des Clarke (Himself - Host);c0evx1jf:Dominic Holland (Himself);v5ud22gw:Janey Godley (Herself);qwrviibp:Stuart Mitchell (Himself);xfir9m27:Val McDermid (Herself);,http://www.bbc.co.uk/programmes/b09gv7nv
8x08,2017-12-09,yo0hg9al:Des Clarke (Himself - Host);luynjnx4:Andrew Maxwell (Himself);i398cril:Louise Welsh (Herself);t7ojzioh:Neil Bratchpiece (Himself);o7c9j7r2:Susan Riddell (Herself);,http://www.bbc.co.uk/programmes/b09hgkrj
8x09,2017-12-16,yo0hg9al:Des Clarke (Himself - Host);1l6yikyd:Elaine Malcolmson (Herself);om0zhwrn:Alex Bell (Himself);rpobptuc:Ashley Storrie (Herself);ifylat4m:Ahir Shah (Himself);,http://www.bbc.co.uk/programmes/b09j2yqs
8x10,2017-12-23,yo0hg9al:Des Clarke (Himself - Host);27y8byz9:Rory Bremner (Himself);0kvfpevl:Fern Brady (Herself);9w6faun1:Jay Lafferty (Herself);emwabo40:Kevin McKenna (Himself),http://www.bbc.co.uk/programmes/b09jhnq9
9x01,2018-02-23,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);9d9jak3m:Christopher Brookmyre (Himself);o7c9j7r2:Susan Riddell (Herself);cr7ce9yy:Lloyd Langford (Himself);,https://www.bbc.co.uk/programmes/b09s8dyt
9x02,2018-03-02,yo0hg9al:Des Clarke (Himself - Host);ra1ov9e4:Neil Delamere (Himself);rpobptuc:Ashley Storrie (Herself);v464vgtj:Hannah McGill (Herself);jy005qm0:Raymond Mearns (Himself);,https://www.bbc.co.uk/programmes/b09sznyc
9x03,2018-03-09,yo0hg9al:Des Clarke (Himself - Host);nlbhhrhx:Susan Calman (Herself);m9avpti1:Alistair Barrie (Himself);9w6faun1:Jay Lafferty (Herself);om0zhwrn:Alex Bell (Himself);,https://www.bbc.co.uk/programmes/b09trx27
9x04,2018-03-17,yo0hg9al:Des Clarke (Himself - Host);xfir9m27:Val McDermid (Herself);1l6yikyd:Elaine Malcolmson (Herself);ifylat4m:Ahir Shah (Himself);qwrviibp:Stuart Mitchell (Himself);,https://www.bbc.co.uk/programmes/b09vdyyk
9x05,2018-03-24,yo0hg9al:Des Clarke (Himself - Host);bbjlysaj:Fred MacAulay (Himself);0kvfpevl:Fern Brady (Herself);pgfcxpmu:Libby Brooks (Herself);8wdeu4ke:John Moloney (Himself);,https://www.bbc.co.uk/programmes/b09wchzx
9x06,2018-03-31,yo0hg9al:Des Clarke (Himself - Host);9w6faun1:Jay Lafferty (Herself);mh7o9kml:Jim Smith (Himself);24rr2a2d:Rachel McCormack (Herself);jy005qm0:Raymond Mearns (Himself);,https://www.bbc.co.uk/programmes/b09x5988
9x07,2018-04-07,yo0hg9al:Des Clarke (Himself - Host);6789ekpd:Jamie Macdonald (Himself);yzcnla0i:Geoff Norcott (Himself);rpobptuc:Ashley Storrie (Herself);3l7yaolv:Marianne Taylor (Herself);,https://www.bbc.co.uk/programmes/b09xv6gl
9x08,2018-04-14,yo0hg9al:Des Clarke (Himself - Host);uhxw9vxb:Tiffany Stevenson (Herself);v464vgtj:Hannah McGill (Herself);jy005qm0:Raymond Mearns (Himself);23f5tpmc:Aaron Gillies (Himself),https://www.bbc.co.uk/programmes/b09ymm5p
9x09,2018-04-21,yo0hg9al:Des Clarke (Himself - Host);v5ud22gw:Janey Godley (Herself);34qt5d7m:Danielle Ward (Herself);qwrviibp:Stuart Mitchell (Himself);wwg6s0zu:Hugo Rifkind (Himself);,https://www.bbc.co.uk/programmes/b09zh11h
9x10,2018-04-28,yo0hg9al:Des Clarke (Himself - Host);zhljs1k7:Nick Doody (Himself);1l6yikyd:Elaine Malcolmson (Herself);i398cril:Louise Welsh (Herself);l2nbkkfm:Marc Jennings (Himself),https://www.bbc.co.uk/programmes/b0b0c8f1
10x01,2018-06-23,yo0hg9al:Des Clarke (Himself - Host);m9avpti1:Alistair Barrie (Himself);9w6faun1:Jay Lafferty (Herself);4fardcxu:Mark Nelson (Himself);24rr2a2d:Rachel McCormack (Herself),https://www.bbc.co.uk/programmes/b0b6zn1l
10x02,2018-06-30,yo0hg9al:Des Clarke (Himself - Host);jy005qm0:Raymond Mearns (Himself);v5ud22gw:Janey Godley (Herself);wwg6s0zu:Hugo Rifkind (Himself);8uj80z2f:Athena Kugblenu (Herself);,https://www.bbc.co.uk/programmes/b0b7ms9r
10x03,2018-07-07,jnjpntd0:Chris Forbes (Himself - Host);rpobptuc:Ashley Storrie (Herself);famubijp:Brian Taylor (Himself);1l6yikyd:Elaine Malcolmson (Herself);l2nbkkfm:Marc Jennings (Himself),https://www.bbc.co.uk/programmes/b0b8h1ls
10x04,2018-07-14,yo0hg9al:Des Clarke (Himself - Host);v464vgtj:Hannah McGill (Herself);qwrviibp:Stuart Mitchell (Himself);uhxw9vxb:Tiffany Stevenson (Herself);mh7o9kml:Jim Smith (Himself);,https://www.bbc.co.uk/programmes/b0b9fpsp
10x05,2018-07-21,yo0hg9al:Des Clarke (Himself - Host);qe4nnl4n:Susie McCabe (Herself);6gmqqp9m:Ro Campbell (Himself);rg6du3rr:Judith Ralston (Herself);7ghvd159:Matt Winning (Himself),https://www.bbc.co.uk/programmes/b0bb786d
10x06,2018-07-28,yo0hg9al:Des Clarke (Himself - Host);o2iakgfe:Paul Foot (Himself);rpobptuc:Ashley Storrie (Herself);g1yvca5i:Catherine Bohart (Herself);9d9jak3m:Christopher Brookmyre (Himself);,https://www.bbc.co.uk/programmes/b0bc3wtx
10x07,2018-08-04,yo0hg9al:Des Clarke (Himself - Host);bbjlysaj:Fred MacAulay (Himself);xfir9m27:Val McDermid (Herself);ra1ov9e4:Neil Delamere (Himself);1l6yikyd:Elaine Malcolmson (Herself);,https://www.bbc.co.uk/programmes/b0bcqj1b
10x08,2018-08-11,yo0hg9al:Des Clarke (Himself - Host);27y8byz9:Rory Bremner (Himself);mbdoxt50:Ayesha Hazarika (Herself);luynjnx4:Andrew Maxwell (Himself);9w6faun1:Jay Lafferty (Herself);,https://www.bbc.co.uk/programmes/b0bdlknc
10x09,2018-08-18,yo0hg9al:Des Clarke (Himself - Host);si97alm2:Matt Forde (Himself);jtkbv70w:Zoe Lyons (Herself);qp0qe0du:Martel Maxwell (Herself);qwrviibp:Stuart Mitchell (Himself);,https://www.bbc.co.uk/programmes/b0bfkw4v
10x10,2018-08-25,yo0hg9al:Des Clarke (Himself - Host);8uj80z2f:Athena Kugblenu (Herself);jy005qm0:Raymond Mearns (Himself);4fardcxu:Mark Nelson (Himself);37tufajs:Chitra Ramaswamy (Herself);,https://www.bbc.co.uk/programmes/b0bgbw24
10x11,2018-10-25,yo0hg9al:Des Clarke (Himself - Host);jy005qm0:Raymond Mearns (Himself);521jju92:Catriona Shearer (Herself);qe4nnl4n:Susie McCabe (Herself);3cyg48c5:Ray Bradshaw (Himself),https://www.bbc.co.uk/programmes/m0000sjg
